rank,smiles,cn,cn_error,ysi,bp,density,lhv,dynamic_viscosity,tanimoto
32,CCCCCCCCCCCCCCCCO,70.186,4.186,109.76299340947004,292.933205945166,837.5900228678047,39.5893161234214,8.600734510214439,1.0
33,CCCCCCCCCCCCCCCC(CCCC)C1CCCCC1,61.787,4.213,137.9091192609074,360.8672153174605,837.9110317487977,43.471732276755425,28.39194473220336,1.0
34,CCCCCCCC\C=C/CCCCCCCCCC(=O)OC,70.387,4.387,142.81771300575363,353.52477579365086,873.7257779150486,36.745116993192674,5.386046499471221,1.0
35,CCCCCCCCC=CCCCCCCCC(=O)OCCC,70.427,4.427,144.66844341165898,301.0527346825398,868.2690255589242,36.63841777334322,5.016405392457502,1.0
36,CCCCCCCCCC(C)CCC(C)CCCCCCCCC,61.528,4.472,141.09939243256343,361.7953566666668,779.5160809080775,44.06189827488913,13.118573201477126,1.0
37,CCCCCCCCCCC=C,61.482,4.518,87.4744493735607,202.96311057529124,753.6405080398532,44.07444620787523,1.4720636692874465,1.0
38,CCOC(C)OCC,61.282,4.718,24.170664379867105,112.40054590822513,912.1057338031653,29.588048633306563,0.6541763432197706,1.0
39,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,61.163,4.837,144.22557748557614,366.95221984127,957.5794693609648,36.328032428149186,44.02455942081486,1.0
40,CCCCCCCCCCOC(=O)C,60.992,5.008,89.97817403235139,237.48141971990498,864.7879913476087,34.163846034691524,2.491816918864589,1.0
41,CCCCCCCCCCCCCCCCCC(=O)O,60.834,5.166,126.15245254475747,334.0254197619051,909.1612406935392,36.76323458204884,6.908145852052684,1.0
42,CCCCCCCCCCCCOC(=O)CCCC,71.183,5.183,114.17450677005532,224.52883374513434,857.7004495767144,35.70827662408367,4.911796929402493,1.0
43,CCCCCCCCC=CCCCCCCCC(=O)OCC(C)C,71.547,5.547,144.32705931191464,344.68947277777784,868.9640141729741,36.70944433906487,7.544303177831714,1.0
44,CCCCCCCCCC(C)C=CC(C)CCCCCCCCC,60.387,5.613,141.5211154726495,363.52865166666675,778.3448732797989,44.060131820502825,12.061773158310247,1.0
45,CCCCCCCCCCCCCC(=O)OCCC,71.698,5.698,113.5129203849329,270.5141145436509,857.7908407680881,35.931806191257614,4.825316486287328,1.0
46,CCCCCCCCC(C)CCCCCCCC,71.939,5.939,114.25185371313013,313.448342929293,777.7123775289939,44.064873007556514,5.091384807864876,1.0
47,CCCCCCOC(CCC)CCC,60.052,5.948,84.50523323388404,234.6523470564737,766.2949205893971,38.753160988682076,2.4384208333217816,0.4583333333333333
48,CCOC(C=C)OCC,60.004,5.996,29.89104107968528,134.25813584753394,919.2529515802089,29.63721866410236,0.962056794917515,0.4
49,CCCCCCCCCCCCC1CCCC(C)C1,59.957,6.043,122.92175288740921,336.61394198412705,826.5245201036469,43.57567628789099,9.090648178156757,1.0
50,CCCOCOCCC,72.056,6.056,31.951313892784988,150.77021482129396,899.4605509083812,30.639908603547507,0.9396934121921483,0.625
51,CCCCCCC,59.879,6.121,38.76429483065918,107.52799645593979,683.9050590013924,44.37457640309621,0.4194649355066585,1.0
52,CCCCCCCCCCCCCC(=O)OCC,72.498,6.498,105.47210372402293,292.133696031746,859.2535267782581,35.707931497198096,4.2194205194279695,1.0
53,CCCCCCC(CCCC)CCCCCC,59.464,6.536,110.97348998593075,298.2681495165946,776.0237334247507,44.06946149416135,4.43892419968142,1.0
54,CCCCCCCCCCC,72.594,6.594,67.45312107662826,199.5392220031171,747.439609905119,44.100167987106374,1.2261048217187767,1.0
55,CCCCCCCCCC(=O)OCCCC,59.314,6.686,87.48301792507397,238.88293568716287,857.500550032168,34.54179895736878,3.454745490939746,1.0
56,CCCCCCCCC(C)=CCCCCCCC,59.098,6.902,117.23898533960057,314.3011765873015,776.3666942520147,44.0494736615362,4.408574945628673,1.0
57,CCCCCCCCCCCCCCCCCCO,73.099,7.099,124.16831276536547,323.307564834055,838.4514103871875,39.5893161234214,8.15426325408759,1.0
58,CCCCCCCCC(C)C(C)CCCCCCCC,58.811,7.189,123.80606738211416,344.19957611111136,778.0644575841154,44.064873007556514,7.754915752522162,1.0
