Feature_Name,Feature_Type,Importance,Original_Index
Morgan_Bit_1575,Morgan,0.0,1575
Morgan_Bit_1482,Morgan,0.0,1482
Morgan_Bit_483,Morgan,0.0,483
Morgan_Bit_1537,Morgan,0.0,1537
Morgan_Bit_1161,Morgan,0.0,1161
Morgan_Bit_960,Morgan,0.0,960
Morgan_Bit_1602,Morgan,0.0,1602
Morgan_Bit_244,Morgan,0.0,244
Morgan_Bit_1171,Morgan,0.0,1171
Morgan_Bit_745,Morgan,0.0,745
Morgan_Bit_1175,Morgan,0.0,1175
fr_Ar_OH,Descriptor,0.0,2131
Morgan_Bit_1573,Morgan,0.0,1573
Morgan_Bit_656,Morgan,0.0,656
NumAromaticHeterocycles,Descriptor,0.0,2124
Morgan_Bit_1908,Morgan,0.0,1908
Morgan_Bit_1164,Morgan,0.0,1164
Morgan_Bit_67,Morgan,0.0,67
Morgan_Bit_1415,Morgan,0.0,1415
Morgan_Bit_916,Morgan,0.0,916
Morgan_Bit_379,Morgan,0.0,379
Morgan_Bit_1151,Morgan,0.0,1151
Morgan_Bit_1225,Morgan,0.0,1225
Morgan_Bit_607,Morgan,0.0,607
Morgan_Bit_902,Morgan,0.0,902
Morgan_Bit_2003,Morgan,0.0,2003
Morgan_Bit_624,Morgan,0.0,624
Morgan_Bit_775,Morgan,0.0,775
Morgan_Bit_102,Morgan,0.0,102
Morgan_Bit_1853,Morgan,0.0,1853
Morgan_Bit_118,Morgan,0.0,118
Morgan_Bit_14,Morgan,0.0,14
Morgan_Bit_1999,Morgan,0.0,1999
Morgan_Bit_1977,Morgan,0.0,1977
Morgan_Bit_1087,Morgan,0.0,1087
Morgan_Bit_954,Morgan,0.0,954
Morgan_Bit_1141,Morgan,0.0,1141
Morgan_Bit_521,Morgan,0.0,521
Morgan_Bit_677,Morgan,0.0,677
Morgan_Bit_1314,Morgan,0.0,1314
Morgan_Bit_1013,Morgan,0.0,1013
Morgan_Bit_1104,Morgan,0.0,1104
Morgan_Bit_740,Morgan,0.0,740
Morgan_Bit_1356,Morgan,0.0,1356
Morgan_Bit_1719,Morgan,0.0,1719
Morgan_Bit_908,Morgan,0.0,908
Morgan_Bit_454,Morgan,0.0,454
Morgan_Bit_849,Morgan,0.0,849
Morgan_Bit_1155,Morgan,0.0,1155
Morgan_Bit_1604,Morgan,0.0,1604
Morgan_Bit_1607,Morgan,0.0,1607
Morgan_Bit_670,Morgan,0.0,670
Morgan_Bit_1344,Morgan,0.0,1344
Morgan_Bit_687,Morgan,0.0,687
Morgan_Bit_598,Morgan,0.0,598
Morgan_Bit_1076,Morgan,0.0,1076
Morgan_Bit_1831,Morgan,0.0,1831
Morgan_Bit_337,Morgan,0.0,337
Morgan_Bit_1634,Morgan,0.0,1634
Morgan_Bit_1631,Morgan,0.0,1631
Morgan_Bit_868,Morgan,0.0,868
Morgan_Bit_1580,Morgan,0.0,1580
Morgan_Bit_103,Morgan,0.0,103
fr_para_hydroxylation,Descriptor,0.0,2180
Morgan_Bit_1280,Morgan,0.0,1280
Morgan_Bit_82,Morgan,0.0,82
Morgan_Bit_813,Morgan,0.0,813
Morgan_Bit_625,Morgan,0.0,625
Morgan_Bit_1755,Morgan,0.0,1755
Morgan_Bit_1027,Morgan,0.0,1027
Morgan_Bit_2034,Morgan,0.0,2034
Morgan_Bit_1043,Morgan,0.0,1043
Morgan_Bit_1333,Morgan,0.0,1333
Morgan_Bit_1328,Morgan,0.0,1328
