Feature_Name,Feature_Type,Importance,Original_Index
Morgan_Bit_1329,Morgan,0.0,1329
Morgan_Bit_740,Morgan,0.0,740
Morgan_Bit_1926,Morgan,0.0,1926
Morgan_Bit_1959,Morgan,0.0,1959
Morgan_Bit_40,Morgan,0.0,40
Morgan_Bit_1582,Morgan,0.0,1582
Morgan_Bit_1664,Morgan,0.0,1664
Morgan_Bit_975,Morgan,0.0,975
Morgan_Bit_1276,Morgan,0.0,1276
Morgan_Bit_151,Morgan,0.0,151
Morgan_Bit_1602,Morgan,0.0,1602
Morgan_Bit_950,Morgan,0.0,950
Morgan_Bit_787,Morgan,0.0,787
Morgan_Bit_1539,Morgan,0.0,1539
Morgan_Bit_1161,Morgan,0.0,1161
Morgan_Bit_27,Morgan,0.0,27
Morgan_Bit_1874,Morgan,0.0,1874
Morgan_Bit_182,Morgan,0.0,182
Morgan_Bit_600,Morgan,0.0,600
Morgan_Bit_892,Morgan,0.0,892
NumAromaticHeterocycles,Descriptor,0.0,2132
Morgan_Bit_2017,Morgan,0.0,2017
Morgan_Bit_939,Morgan,0.0,939
Morgan_Bit_550,Morgan,0.0,550
Morgan_Bit_702,Morgan,0.0,702
Morgan_Bit_970,Morgan,0.0,970
Morgan_Bit_974,Morgan,0.0,974
Morgan_Bit_1880,Morgan,0.0,1880
Morgan_Bit_624,Morgan,0.0,624
Morgan_Bit_1977,Morgan,0.0,1977
Morgan_Bit_638,Morgan,0.0,638
Morgan_Bit_2038,Morgan,0.0,2038
Morgan_Bit_1410,Morgan,0.0,1410
Morgan_Bit_1264,Morgan,0.0,1264
Morgan_Bit_936,Morgan,0.0,936
Morgan_Bit_1909,Morgan,0.0,1909
Morgan_Bit_1319,Morgan,0.0,1319
Morgan_Bit_1190,Morgan,0.0,1190
Morgan_Bit_352,Morgan,0.0,352
Morgan_Bit_789,Morgan,0.0,789
Morgan_Bit_773,Morgan,0.0,773
Morgan_Bit_361,Morgan,0.0,361
Morgan_Bit_1794,Morgan,0.0,1794
Morgan_Bit_736,Morgan,0.0,736
Morgan_Bit_1887,Morgan,0.0,1887
Morgan_Bit_1405,Morgan,0.0,1405
Morgan_Bit_906,Morgan,0.0,906
Morgan_Bit_1973,Morgan,0.0,1973
Morgan_Bit_984,Morgan,0.0,984
Morgan_Bit_1688,Morgan,0.0,1688
Morgan_Bit_1344,Morgan,0.0,1344
Morgan_Bit_640,Morgan,0.0,640
Morgan_Bit_963,Morgan,0.0,963
Morgan_Bit_587,Morgan,0.0,587
Morgan_Bit_1292,Morgan,0.0,1292
Morgan_Bit_964,Morgan,0.0,964
fr_term_acetylene,Descriptor,0.0,2204
Morgan_Bit_893,Morgan,0.0,893
Morgan_Bit_959,Morgan,0.0,959
Morgan_Bit_1160,Morgan,0.0,1160
Morgan_Bit_1155,Morgan,0.0,1155
Morgan_Bit_817,Morgan,0.0,817
Morgan_Bit_1187,Morgan,0.0,1187
Morgan_Bit_1423,Morgan,0.0,1423
Morgan_Bit_932,Morgan,0.0,932
Morgan_Bit_837,Morgan,0.0,837
Morgan_Bit_2037,Morgan,0.0,2037
Morgan_Bit_1100,Morgan,0.0,1100
